state_id,source,concurrence,label
448,separable,,0
449,separable,,0
450,separable,,0
451,separable,3.332000937312528e-08,0
452,separable,,0
453,separable,0.0,0
454,separable,,0
455,separable,,0
456,separable,,0
457,separable,1.4901161193847656e-08,0
458,separable,,0
459,separable,,0
460,separable,2.9802322387695312e-08,0
461,separable,2.1073424255447017e-08,0
462,separable,0.0,0
463,separable,2.1073424255447017e-08,0
464,separable,,0
465,separable,,0
466,separable,2.1073424255447017e-08,0
467,separable,0.0,0
468,separable,,0
469,separable,3.650024149988857e-08,0
470,separable,,0
471,separable,,0
472,separable,,0
473,separable,0.0,0
474,separable,,0
475,separable,,0
476,separable,,0
477,separable,,0
478,separable,,0
479,separable,,0
480,separable,,0
481,separable,,0
482,separable,3.332000937312528e-08,0
483,separable,0.0,0
484,separable,2.1073424255447017e-08,0
485,separable,2.1073424255447017e-08,0
486,separable,3.942476676500724e-08,0
487,separable,,0
488,separable,0.0,0
489,separable,2.1073424255447017e-08,0
490,separable,3.650024149988857e-08,0
491,separable,0.0,0
492,separable,2.9802322387695312e-08,0
493,separable,2.1073424255447017e-08,0
494,separable,2.5809568279517847e-08,0
495,separable,,0
496,separable,0.0,0
497,separable,3.650024149988857e-08,0
498,separable,,0
499,separable,,0
500,separable,4.9421560620597e-08,0
501,separable,,0
502,separable,,0
503,separable,2.1073424255447017e-08,0
504,separable,,0
505,separable,0.0,0
506,separable,0.0,0
507,separable,2.9802322387695312e-08,0
508,separable,,0
509,separable,,0
510,separable,2.1073424255447017e-08,0
511,separable,0.0,0
512,separable,2.9802322387695312e-08,0
513,separable,2.1073424255447017e-08,0
514,separable,0.0,0
515,separable,1.4901161193847656e-08,0
516,separable,,0
517,separable,,0
518,separable,2.9802322387695312e-08,0
519,separable,,0
520,separable,,0
521,separable,2.9802322387695312e-08,0
522,separable,,0
523,separable,,0
524,separable,2.9802322387695312e-08,0
525,separable,2.1073424255447017e-08,0
526,separable,,0
527,separable,0.0,0
528,separable,2.9802322387695312e-08,0
529,separable,5.3726900748371916e-08,0
530,separable,0.0,0
531,separable,,0
532,separable,2.1073424255447017e-08,0
533,separable,0.0,0
534,separable,,0
535,separable,,0
536,separable,2.5809568279517847e-08,0
537,separable,2.1073424255447017e-08,0
538,separable,2.9802322387695312e-08,0
539,separable,0.0,0
540,separable,,0
541,separable,4.712160915387242e-08,0
542,separable,,0
543,separable,2.1073424255447017e-08,0
544,separable,,0
545,separable,,0
546,separable,,0
547,separable,4.470348358154297e-08,0
548,separable,2.1073424255447017e-08,0
549,separable,2.9802322387695312e-08,0
550,separable,,0
551,separable,,0
552,separable,0.0,0
553,separable,0.0,0
554,separable,0.0,0
555,separable,2.1073424255447017e-08,0
556,separable,2.9802322387695312e-08,0
557,separable,,0
558,separable,2.9802322387695312e-08,0
559,separable,3.650024149988857e-08,0
560,separable,2.1073424255447017e-08,0
561,separable,,0
562,separable,,0
563,separable,3.942476676500724e-08,0
564,separable,2.5809568279517847e-08,0
565,separable,1.4901161193847656e-08,0
566,separable,3.332000937312528e-08,0
567,separable,1.4901161193847656e-08,0
568,separable,,0
569,separable,2.5809568279517847e-08,0
570,separable,3.650024149988857e-08,0
571,separable,,0
572,separable,3.650024149988857e-08,0
573,separable,0.0,0
574,separable,,0
575,separable,0.0,0
576,separable,1.4901161193847656e-08,0
577,separable,,0
578,separable,2.9802322387695312e-08,0
579,separable,2.9802322387695312e-08,0
580,separable,,0
581,separable,,0
582,separable,2.1073424255447017e-08,0
583,separable,,0
584,separable,,0
585,separable,,0
586,separable,,0
587,separable,,0
588,separable,0.0,0
589,separable,2.1073424255447017e-08,0
590,separable,2.9802322387695312e-08,0
591,separable,2.5809568279517847e-08,0
592,separable,,0
593,separable,0.0,0
594,separable,0.0,0
595,separable,,0
596,separable,0.0,0
597,separable,,0
598,separable,2.9802322387695312e-08,0
599,separable,2.1073424255447017e-08,0
600,separable,,0
601,separable,,0
602,separable,2.9802322387695312e-08,0
603,separable,3.650024149988857e-08,0
604,separable,0.0,0
605,separable,3.650024149988857e-08,0
606,separable,,0
607,separable,,0
608,separable,,0
609,separable,2.1073424255447017e-08,0
610,separable,,0
611,separable,3.650024149988857e-08,0
612,separable,,0
613,separable,,0
614,separable,3.650024149988857e-08,0
615,separable,0.0,0
616,separable,,0
617,separable,3.650024149988857e-08,0
618,separable,4.2146848510894035e-08,0
619,separable,1.4901161193847656e-08,0
620,separable,4.470348358154297e-08,0
621,separable,2.5809568279517847e-08,0
622,separable,0.0,0
623,separable,3.650024149988857e-08,0
624,separable,,0
625,separable,0.0,0
626,separable,,0
627,separable,0.0,0
628,separable,,0
629,separable,2.5809568279517847e-08,0
630,separable,3.942476676500724e-08,0
631,separable,,0
632,separable,2.9802322387695312e-08,0
633,separable,2.1073424255447017e-08,0
634,separable,1.4901161193847656e-08,0
635,separable,,0
636,separable,3.650024149988857e-08,0
637,separable,3.332000937312528e-08,0
638,separable,2.1073424255447017e-08,0
639,separable,,0
640,separable,,0
641,separable,0.0,0
642,separable,,0
643,separable,3.332000937312528e-08,0
644,separable,,0
645,separable,3.332000937312528e-08,0
646,separable,,0
647,separable,2.9802322387695312e-08,0
648,separable,0.0,0
649,separable,2.1073424255447017e-08,0
650,separable,2.5809568279517847e-08,0
651,separable,0.0,0
652,separable,0.0,0
653,separable,2.1073424255447017e-08,0
654,separable,2.9802322387695312e-08,0
655,separable,,0
656,separable,2.1073424255447017e-08,0
657,separable,2.5809568279517847e-08,0
658,separable,0.0,0
659,separable,0.0,0
660,separable,0.0,0
661,separable,4.470348358154297e-08,0
662,separable,,0
663,separable,2.1073424255447017e-08,0
664,separable,2.1073424255447017e-08,0
665,separable,2.5809568279517847e-08,0
666,separable,2.1073424255447017e-08,0
667,separable,,0
668,separable,2.9802322387695312e-08,0
669,separable,3.332000937312528e-08,0
670,separable,0.0,0
671,separable,,0
672,separable,0.0,0
673,separable,,0
674,separable,0.0,0
675,separable,4.470348358154297e-08,0
676,separable,,0
677,separable,2.9802322387695312e-08,0
678,separable,,0
679,separable,1.4901161193847656e-08,0
680,separable,2.9802322387695312e-08,0
681,separable,2.5809568279517847e-08,0
682,separable,0.0,0
683,separable,3.650024149988857e-08,0
684,separable,,0
685,separable,2.1073424255447017e-08,0
686,separable,2.5809568279517847e-08,0
687,separable,4.712160915387242e-08,0
688,separable,3.332000937312528e-08,0
689,separable,,0
690,separable,0.0,0
691,separable,,0
692,separable,,0
693,separable,,0
694,separable,,0
695,separable,,0
696,separable,,0
697,separable,0.0,0
698,separable,,0
699,separable,,0
700,separable,3.650024149988857e-08,0
701,separable,4.2146848510894035e-08,0
702,separable,2.1073424255447017e-08,0
703,separable,4.2146848510894035e-08,0
704,separable,,0
705,separable,,0
706,separable,3.650024149988857e-08,0
707,separable,,0
708,separable,2.1073424255447017e-08,0
709,separable,2.9802322387695312e-08,0
710,separable,2.1073424255447017e-08,0
711,separable,3.332000937312528e-08,0
712,separable,,0
713,separable,1.4901161193847656e-08,0
714,separable,2.1073424255447017e-08,0
715,separable,0.0,0
716,separable,,0
717,separable,,0
718,separable,,0
719,separable,,0
720,separable,5.7711949142924205e-08,0
721,separable,1.4901161193847656e-08,0
722,separable,3.650024149988857e-08,0
723,separable,2.9802322387695312e-08,0
724,separable,2.1073424255447017e-08,0
725,separable,2.9802322387695312e-08,0
726,separable,,0
727,separable,,0
728,separable,2.9802322387695312e-08,0
729,separable,2.9802322387695312e-08,0
730,separable,0.0,0
731,separable,2.5809568279517847e-08,0
732,separable,0.0,0
733,separable,2.1073424255447017e-08,0
734,separable,2.9802322387695312e-08,0
735,separable,,0
736,separable,2.5809568279517847e-08,0
737,separable,,0
738,separable,,0
739,separable,,0
740,separable,1.4901161193847656e-08,0
741,separable,2.1073424255447017e-08,0
742,separable,0.0,0
743,separable,,0
744,separable,,0
745,separable,3.650024149988857e-08,0
746,separable,0.0,0
747,separable,,0
748,separable,0.0,0
749,separable,1.4901161193847656e-08,0
750,separable,1.4901161193847656e-08,0
751,separable,2.5809568279517847e-08,0
752,separable,1.4901161193847656e-08,0
753,separable,3.332000937312528e-08,0
754,separable,2.9802322387695312e-08,0
755,separable,0.0,0
756,separable,,0
757,separable,3.332000937312528e-08,0
758,separable,2.9802322387695312e-08,0
759,separable,0.0,0
760,separable,1.4901161193847656e-08,0
761,separable,0.0,0
762,separable,2.5809568279517847e-08,0
763,separable,2.9802322387695312e-08,0
764,separable,,0
765,separable,,0
766,separable,0.0,0
767,separable,,0
768,separable,0.0,0
769,separable,,0
770,separable,4.2146848510894035e-08,0
771,separable,,0
772,separable,3.942476676500724e-08,0
773,separable,0.0,0
774,separable,0.0,0
775,separable,,0
776,separable,1.4901161193847656e-08,0
777,separable,,0
778,separable,,0
779,separable,3.650024149988857e-08,0
780,separable,,0
781,separable,2.1073424255447017e-08,0
782,separable,,0
783,separable,,0
784,separable,,0
785,separable,2.5809568279517847e-08,0
786,separable,3.650024149988857e-08,0
787,separable,3.650024149988857e-08,0
788,separable,2.1073424255447017e-08,0
789,separable,4.712160915387242e-08,0
790,separable,0.0,0
791,separable,2.5809568279517847e-08,0
792,separable,2.1073424255447017e-08,0
793,separable,2.5809568279517847e-08,0
794,separable,,0
795,separable,2.9802322387695312e-08,0
796,separable,1.4901161193847656e-08,0
797,separable,3.942476676500724e-08,0
798,separable,,0
799,separable,,0
800,separable,0.0,0
801,separable,3.650024149988857e-08,0
802,separable,,0
803,separable,,0
804,separable,2.9802322387695312e-08,0
805,separable,,0
806,separable,,0
807,separable,,0
808,separable,3.650024149988857e-08,0
809,separable,,0
810,separable,0.0,0
811,separable,2.5809568279517847e-08,0
812,separable,,0
813,separable,2.9802322387695312e-08,0
814,separable,2.9802322387695312e-08,0
815,separable,2.9802322387695312e-08,0
816,separable,3.650024149988857e-08,0
817,separable,2.1073424255447017e-08,0
818,separable,,0
819,separable,1.4901161193847656e-08,0
820,separable,,0
821,separable,2.1073424255447017e-08,0
822,separable,0.0,0
823,separable,,0
824,separable,,0
825,separable,0.0,0
826,separable,,0
827,separable,3.650024149988857e-08,0
828,separable,,0
829,separable,0.0,0
830,separable,3.942476676500724e-08,0
831,separable,0.0,0
832,separable,,0
833,separable,,0
834,separable,2.1073424255447017e-08,0
835,separable,2.1073424255447017e-08,0
836,separable,1.4901161193847656e-08,0
837,separable,,0
838,separable,0.0,0
839,separable,,0
840,separable,3.650024149988857e-08,0
841,separable,3.332000937312528e-08,0
842,separable,0.0,0
843,separable,2.9802322387695312e-08,0
844,separable,,0
845,separable,2.1073424255447017e-08,0
846,separable,,0
847,separable,,0
848,separable,,0
849,separable,0.0,0
850,separable,,0
851,separable,4.2146848510894035e-08,0
852,separable,4.712160915387242e-08,0
853,separable,,0
854,separable,3.650024149988857e-08,0
855,separable,,0
856,separable,2.1073424255447017e-08,0
857,separable,,0
858,separable,,0
859,separable,4.470348358154297e-08,0
860,separable,3.332000937312528e-08,0
861,separable,,0
862,separable,,0
863,separable,4.2146848510894035e-08,0
864,separable,,0
865,separable,1.4901161193847656e-08,0
866,separable,,0
867,separable,,0
868,separable,,0
869,separable,3.942476676500724e-08,0
870,separable,3.650024149988857e-08,0
871,separable,2.1073424255447017e-08,0
872,separable,,0
873,separable,,0
874,separable,2.9802322387695312e-08,0
875,separable,0.0,0
876,separable,0.0,0
877,separable,1.4901161193847656e-08,0
878,separable,1.4901161193847656e-08,0
879,separable,3.332000937312528e-08,0
880,separable,,0
881,separable,,0
882,separable,,0
883,separable,,0
884,separable,0.0,0
885,separable,0.0,0
886,separable,,0
887,separable,,0
888,separable,0.0,0
889,separable,2.1073424255447017e-08,0
890,separable,,0
891,separable,2.9802322387695312e-08,0
892,separable,2.5809568279517847e-08,0
893,separable,1.4901161193847656e-08,0
894,separable,0.0,0
895,separable,,0
896,separable,,0
897,separable,3.332000937312528e-08,0
898,separable,2.9802322387695312e-08,0
899,separable,,0
900,separable,0.0,0
901,separable,3.650024149988857e-08,0
902,separable,2.1073424255447017e-08,0
903,separable,0.0,0
904,separable,2.9802322387695312e-08,0
905,separable,,0
906,separable,,0
907,separable,1.4901161193847656e-08,0
908,separable,,0
909,separable,,0
910,separable,,0
911,separable,3.332000937312528e-08,0
912,separable,0.0,0
913,separable,1.4901161193847656e-08,0
914,separable,2.9802322387695312e-08,0
915,separable,,0
916,separable,,0
917,separable,0.0,0
918,separable,,0
919,separable,,0
920,separable,,0
921,separable,2.9802322387695312e-08,0
922,separable,,0
923,separable,,0
924,separable,,0
925,separable,0.0,0
926,separable,3.650024149988857e-08,0
927,separable,,0
928,separable,3.650024149988857e-08,0
929,separable,2.1073424255447017e-08,0
930,separable,1.4901161193847656e-08,0
931,separable,,0
932,separable,2.9802322387695312e-08,0
933,separable,2.9802322387695312e-08,0
934,separable,,0
935,separable,1.4901161193847656e-08,0
936,separable,0.0,0
937,separable,,0
938,separable,,0
939,separable,2.1073424255447017e-08,0
940,separable,2.9802322387695312e-08,0
941,separable,2.1073424255447017e-08,0
942,separable,,0
943,separable,2.1073424255447017e-08,0
944,separable,,0
945,separable,2.5809568279517847e-08,0
946,separable,,0
947,separable,1.4901161193847656e-08,0
948,separable,1.4901161193847656e-08,0
949,separable,0.0,0
950,separable,2.9802322387695312e-08,0
951,separable,3.332000937312528e-08,0
952,separable,2.1073424255447017e-08,0
953,separable,2.1073424255447017e-08,0
954,separable,,0
955,separable,3.942476676500724e-08,0
956,separable,,0
957,separable,1.4901161193847656e-08,0
958,separable,0.0,0
959,separable,,0
960,separable,3.650024149988857e-08,0
961,separable,,0
962,separable,0.0,0
963,separable,4.2146848510894035e-08,0
964,separable,0.0,0
965,separable,0.0,0
966,separable,,0
967,separable,2.1073424255447017e-08,0
968,separable,,0
969,separable,0.0,0
970,separable,,0
971,separable,,0
972,separable,0.0,0
973,separable,,0
974,separable,,0
975,separable,,0
976,separable,,0
977,separable,0.0,0
978,separable,0.0,0
979,separable,0.0,0
980,separable,0.0,0
981,separable,,0
982,separable,,0
983,separable,2.9802322387695312e-08,0
984,separable,,0
985,separable,0.0,0
986,separable,,0
987,separable,,0
988,separable,,0
989,separable,,0
990,separable,0.0,0
991,separable,,0
992,separable,2.1073424255447017e-08,0
993,separable,,0
994,separable,,0
995,separable,,0
996,separable,,0
997,separable,0.0,0
998,separable,3.650024149988857e-08,0
999,separable,3.650024149988857e-08,0
1000,separable,,0
1001,separable,4.9421560620597e-08,0
1002,separable,,0
1003,separable,3.332000937312528e-08,0
1004,separable,,0
1005,separable,0.0,0
1006,separable,,0
1007,separable,0.0,0
1008,separable,0.0,0
1009,separable,,0
1010,separable,,0
1011,separable,,0
1012,separable,2.1073424255447017e-08,0
1013,separable,,0
1014,separable,3.650024149988857e-08,0
1015,separable,2.1073424255447017e-08,0
1016,separable,,0
1017,separable,2.1073424255447017e-08,0
1018,separable,3.942476676500724e-08,0
1019,separable,2.9802322387695312e-08,0
1020,separable,,0
1021,separable,4.712160915387242e-08,0
1022,separable,0.0,0
1023,separable,5.1619136559035694e-08,0
1024,separable,2.9802322387695312e-08,0
1025,separable,2.1073424255447017e-08,0
1026,separable,,0
1027,separable,,0
1028,separable,,0
1029,separable,,0
1030,separable,,0
1031,separable,3.942476676500724e-08,0
1032,separable,1.4901161193847656e-08,0
1033,separable,1.4901161193847656e-08,0
1034,separable,2.9802322387695312e-08,0
1035,separable,3.650024149988857e-08,0
1036,separable,2.5809568279517847e-08,0
1037,separable,,0
1038,separable,,0
1039,separable,0.0,0
1040,separable,4.2146848510894035e-08,0
1041,separable,3.650024149988857e-08,0
1042,separable,2.9802322387695312e-08,0
1043,separable,2.1073424255447017e-08,0
1044,separable,1.4901161193847656e-08,0
1045,separable,3.650024149988857e-08,0
1046,separable,,0
1047,separable,0.0,0
1048,separable,,0
1049,separable,,0
1050,separable,3.650024149988857e-08,0
1051,separable,0.0,0
1052,separable,2.9802322387695312e-08,0
1053,separable,,0
1054,separable,,0
1055,separable,0.0,0
1056,separable,0.0,0
1057,separable,4.2146848510894035e-08,0
